Chromosome	Start	End	MANE_Transcript	Near_coding_region
chr2	191014018	191014171	ENST00000361099	five_prime_UTR
chr2	191014104	191014453	ENST00000361099	promoter
chr2	196194072	196201276	ENST00000644978	three_prime_UTR
chr2	196433424	196433458	ENST00000644978	five_prime_UTR
chr2	196433459	196433478	ENST00000644978	5_prime_intron
chr2	196593415	196593820	ENST00000644978	promoter
chr2	196593488	196593507	ENST00000644978	5_prime_intron
chr2	196593508	196593554	ENST00000644978	five_prime_UTR
chr2	197486584	197487045	ENST00000388968	three_prime_UTR
chr2	197498849	197498850	ENST00000388968	five_prime_UTR
chr2	197498851	197498870	ENST00000388968	5_prime_intron
chr2	197499701	197500106	ENST00000388968	promoter
chr2	197499762	197499781	ENST00000388968	5_prime_intron
chr2	197499782	197499840	ENST00000388968	five_prime_UTR
chr2	199269505	199272210	ENST00000417098	three_prime_UTR
chr2	199456038	199456096	ENST00000417098	five_prime_UTR
chr2	199456097	199456116	ENST00000417098	5_prime_intron
chr2	199457319	199457338	ENST00000417098	5_prime_intron
chr2	199457339	199457939	ENST00000417098	five_prime_UTR
chr2	199457872	199458120	ENST00000417098	promoter
chr2	201182875	201183280	ENST00000286186	promoter
chr2	201183141	201183308	ENST00000286186	five_prime_UTR
chr2	201183309	201183328	ENST00000286186	5_prime_intron
chr2	201185751	201185770	ENST00000286186	5_prime_intron
chr2	201185771	201185777	ENST00000286186	five_prime_UTR
chr2	201217742	201221665	ENST00000286186	three_prime_UTR
chr2	203867578	203867922	ENST00000648405	promoter
chr2	203867771	203867942	ENST00000648405	five_prime_UTR
chr2	203872813	203873965	ENST00000648405	three_prime_UTR
chr2	207074137	207081212	ENST00000309446	three_prime_UTR
chr2	207165569	207165948	ENST00000309446	five_prime_UTR
chr2	207165809	207166214	ENST00000309446	promoter
chr2	207762598	207766981	ENST00000295417	three_prime_UTR
chr2	207768740	207768994	ENST00000295417	five_prime_UTR
chr2	207768995	207769014	ENST00000295417	5_prime_intron
chr2	207769245	207769264	ENST00000295417	5_prime_intron
chr2	207769265	207769906	ENST00000295417	five_prime_UTR
chr2	207769767	207770172	ENST00000295417	promoter
chr2	208121607	208121672	ENST00000264376	three_prime_UTR
chr2	208124355	208124464	ENST00000264376	promoter
chr2	208124474	208124705	ENST00000264376	promoter
chr2	208124454	208124464	ENST00000264376	5_prime_intron
chr2	208124474	208124524	ENST00000264376	five_prime_UTR
chr2	208128137	208128202	ENST00000282141	three_prime_UTR
chr2	208129689	208129783	ENST00000282141	promoter
chr2	208129793	208130094	ENST00000282141	promoter
chr2	208129773	208129783	ENST00000282141	5_prime_intron
chr2	208129793	208129828	ENST00000282141	five_prime_UTR
chr2	208236229	208237078	ENST00000345146	three_prime_UTR
chr2	208251552	208251567	ENST00000345146	five_prime_UTR
chr2	208251568	208251587	ENST00000345146	5_prime_intron
chr2	208253866	208253885	ENST00000345146	5_prime_intron
chr2	208253886	208253959	ENST00000345146	five_prime_UTR
chr2	208253960	208253979	ENST00000345146	5_prime_intron
chr2	208254919	208254938	ENST00000345146	5_prime_intron
chr2	208254932	208255337	ENST00000345146	promoter
chr2	208254939	208255071	ENST00000345146	five_prime_UTR
chr2	208265970	208266322	ENST00000264380	promoter
chr2	208266255	208266415	ENST00000264380	five_prime_UTR
chr2	208266416	208266435	ENST00000264380	5_prime_intron
chr2	208271491	208271510	ENST00000264380	5_prime_intron
chr2	208271511	208271519	ENST00000264380	five_prime_UTR
chr2	208355306	208358746	ENST00000264380	three_prime_UTR
chr2	211375717	211383614	ENST00000342788	three_prime_UTR
chr2	212538531	212538802	ENST00000342788	five_prime_UTR
chr2	212538735	212539099	ENST00000342788	promoter
chr2	215360865	215361554	ENST00000354785	three_prime_UTR
chr2	215435803	215436068	ENST00000354785	five_prime_UTR
chr2	215435959	215436249	ENST00000354785	promoter
chr2	218270253	218270535	ENST00000273077	promoter
chr2	218270603	218270658	ENST00000273077	promoter
chr2	218270519	218270535	ENST00000273077	five_prime_UTR
chr2	218344982	218346793	ENST00000273077	three_prime_UTR
chr2	218880586	218880991	ENST00000258411	promoter
chr2	218880852	218880995	ENST00000258411	five_prime_UTR
chr2	218893272	218893928	ENST00000258411	three_prime_UTR
chr2	219054424	219055206	ENST00000295731	three_prime_UTR
chr2	219060468	219060921	ENST00000295731	five_prime_UTR
chr2	219060782	219061187	ENST00000295731	promoter
chr2	219209772	219209937	ENST00000265316	three_prime_UTR
chr2	219218674	219218958	ENST00000265316	five_prime_UTR
chr2	219218845	219219195	ENST00000265316	promoter
chr2	219418101	219418450	ENST00000373960	promoter
chr2	219418377	219418462	ENST00000373960	five_prime_UTR
chr2	219425991	219426734	ENST00000373960	three_prime_UTR
chr2	222199887	222201407	ENST00000392070	three_prime_UTR
chr2	222298616	222298998	ENST00000392070	five_prime_UTR
chr2	222298890	222299240	ENST00000392070	promoter
chr2	224470150	224474244	ENST00000264414	three_prime_UTR
chr2	224585010	224585363	ENST00000264414	five_prime_UTR
chr2	224585224	224585629	ENST00000264414	promoter
chr2	227002714	227007324	ENST00000396625	three_prime_UTR
chr2	227147484	227147584	ENST00000396625	five_prime_UTR
chr2	227147585	227147604	ENST00000396625	5_prime_intron
chr2	227163987	227164006	ENST00000396625	5_prime_intron
chr2	227164007	227164205	ENST00000396625	five_prime_UTR
chr2	227164138	227164413	ENST00000396625	promoter
chr2	227164443	227164726	ENST00000396578	promoter
chr2	227164624	227164726	ENST00000396578	five_prime_UTR
chr2	227311871	227314792	ENST00000396578	three_prime_UTR
chr2	229763837	229767553	ENST00000675903	three_prime_UTR
chr2	229880080	229880128	ENST00000675903	five_prime_UTR
chr2	229880129	229880148	ENST00000675903	5_prime_intron
chr2	229921860	229921879	ENST00000675903	5_prime_intron
chr2	229921880	229922009	ENST00000675903	five_prime_UTR
chr2	229921942	229922293	ENST00000675903	promoter
chr2	232525894	232526215	ENST00000258385	promoter
chr2	232526268	232526299	ENST00000258385	promoter
chr2	232526160	232526215	ENST00000258385	five_prime_UTR
chr2	232535313	232536664	ENST00000258385	three_prime_UTR
chr2	232765802	232768190	ENST00000233826	three_prime_UTR
chr2	232771363	232771378	ENST00000233826	five_prime_UTR
chr2	232771379	232771398	ENST00000233826	5_prime_intron
chr2	232776425	232776444	ENST00000233826	5_prime_intron
chr2	232776445	232776565	ENST00000233826	five_prime_UTR
chr2	232776491	232776821	ENST00000233826	promoter
chr2	237324018	237324773	ENST00000295550	three_prime_UTR
chr2	237396818	237396847	ENST00000295550	five_prime_UTR
chr2	237396848	237396867	ENST00000295550	5_prime_intron
chr2	237413933	237413952	ENST00000295550	5_prime_intron
chr2	237413953	237414164	ENST00000295550	five_prime_UTR
chr2	237414091	237414423	ENST00000295550	promoter
chr2	238847856	238848190	ENST00000612363	promoter
chr2	238848085	238848215	ENST00000612363	five_prime_UTR
chr2	238848699	238848733	ENST00000612363	three_prime_UTR
chr2	238848734	238848753	ENST00000612363	3_prime_intron
chr2	238909822	238909841	ENST00000612363	3_prime_intron
chr2	238909842	238910534	ENST00000612363	three_prime_UTR
chr2	239048168	239053096	ENST00000543185	three_prime_UTR
chr2	239352700	239352918	ENST00000543185	five_prime_UTR
chr2	239352919	239352938	ENST00000543185	5_prime_intron
chr2	239400881	239401286	ENST00000543185	promoter
chr2	239400958	239400977	ENST00000543185	5_prime_intron
chr2	239400978	239401020	ENST00000543185	five_prime_UTR
chr2	240713767	240717363	ENST00000498729	three_prime_UTR
chr2	240797753	240797812	ENST00000498729	five_prime_UTR
chr2	240797813	240797832	ENST00000498729	5_prime_intron
chr2	240820102	240820121	ENST00000498729	5_prime_intron
chr2	240820122	240820219	ENST00000498729	five_prime_UTR
chr2	240820131	240820480	ENST00000498729	promoter
chr3	4493137	4493487	ENST00000649015	promoter
chr3	4493348	4493605	ENST00000649015	five_prime_UTR
chr3	4493606	4493625	ENST00000649015	5_prime_intron
chr3	4494411	4494430	ENST00000649015	5_prime_intron
chr3	4494431	4494506	ENST00000649015	five_prime_UTR
chr3	4494507	4494526	ENST00000649015	5_prime_intron
chr3	4516456	4516475	ENST00000649015	5_prime_intron
chr3	4516476	4516491	ENST00000649015	five_prime_UTR
chr3	4846226	4847506	ENST00000649015	three_prime_UTR
chr3	8733555	8733876	ENST00000343849	promoter
chr3	8733802	8733876	ENST00000343849	five_prime_UTR
chr3	8745868	8746758	ENST00000343849	three_prime_UTR
chr3	9397369	9397718	ENST00000402198	promoter
chr3	9397615	9397977	ENST00000402198	five_prime_UTR
chr3	9397978	9397997	ENST00000402198	5_prime_intron
chr3	9424447	9424466	ENST00000402198	5_prime_intron
chr3	9424467	9424526	ENST00000402198	five_prime_UTR
chr3	9424527	9424546	ENST00000402198	5_prime_intron
chr3	9428803	9428822	ENST00000402198	5_prime_intron
chr3	9428823	9428938	ENST00000402198	five_prime_UTR
chr3	9476092	9478154	ENST00000402198	three_prime_UTR
chr3	9731554	9731834	ENST00000383829	promoter
chr3	9731735	9732138	ENST00000383829	five_prime_UTR
chr3	9732139	9732158	ENST00000383829	5_prime_intron
chr3	9734111	9734130	ENST00000383829	5_prime_intron
chr3	9734131	9734140	ENST00000383829	five_prime_UTR
chr3	9747350	9748015	ENST00000383829	three_prime_UTR
chr3	10141564	10141847	ENST00000256474	promoter
chr3	10141778	10141847	ENST00000256474	five_prime_UTR
chr3	10149966	10153667	ENST00000256474	three_prime_UTR
chr3	10992502	10992827	ENST00000287766	promoter
chr3	10992748	10992929	ENST00000287766	five_prime_UTR
chr3	10992930	10992949	ENST00000287766	5_prime_intron
chr3	11015652	11015671	ENST00000287766	5_prime_intron
chr3	11015672	11015733	ENST00000287766	five_prime_UTR
chr3	11015734	11015753	ENST00000287766	5_prime_intron
chr3	11017039	11017058	ENST00000287766	5_prime_intron
chr3	11017059	11017211	ENST00000287766	five_prime_UTR
chr3	11036967	11039247	ENST00000287766	three_prime_UTR
chr3	12288833	12289179	ENST00000651735	promoter
chr3	12289070	12289134	ENST00000651735	five_prime_UTR
chr3	12289135	12289154	ENST00000651735	5_prime_intron
chr3	12312360	12312379	ENST00000651735	5_prime_intron
chr3	12312380	12312453	ENST00000651735	five_prime_UTR
chr3	12312454	12312473	ENST00000651735	5_prime_intron
chr3	12379684	12379703	ENST00000651735	5_prime_intron
chr3	12379704	12379711	ENST00000651735	five_prime_UTR
chr3	12434146	12434344	ENST00000651735	three_prime_UTR
chr3	12583601	12584513	ENST00000251849	three_prime_UTR
chr3	12618722	12618747	ENST00000251849	five_prime_UTR
chr3	12618748	12618767	ENST00000251849	5_prime_intron
chr3	12663793	12663812	ENST00000251849	5_prime_intron
chr3	12663813	12664117	ENST00000251849	five_prime_UTR
chr3	12664050	12664431	ENST00000251849	promoter
chr3	14124757	14125119	ENST00000306077	promoter
chr3	14125052	14125193	ENST00000306077	five_prime_UTR
chr3	14125206	14125213	ENST00000306077	5_prime_intron
chr3	14141796	14143680	ENST00000306077	three_prime_UTR
chr3	18345377	18349169	ENST00000338745	three_prime_UTR
chr3	18420968	18420991	ENST00000338745	five_prime_UTR
chr3	18420992	18421011	ENST00000338745	5_prime_intron
chr3	18423607	18423626	ENST00000338745	5_prime_intron
chr3	18423627	18425339	ENST00000338745	five_prime_UTR
chr3	18425200	18425605	ENST00000338745	promoter
chr3	23916868	23917218	ENST00000307839	promoter
chr3	23917132	23917173	ENST00000307839	five_prime_UTR
chr3	23917174	23917193	ENST00000307839	5_prime_intron
chr3	23917830	23917849	ENST00000307839	5_prime_intron
chr3	23917850	23917859	ENST00000307839	five_prime_UTR
chr3	23919502	23920989	ENST00000307839	three_prime_UTR
chr3	24117153	24122883	ENST00000646209	three_prime_UTR
chr3	24228960	24229001	ENST00000646209	five_prime_UTR
chr3	24229002	24229021	ENST00000646209	5_prime_intron
chr3	24297206	24297225	ENST00000646209	5_prime_intron
chr3	24297226	24297371	ENST00000646209	five_prime_UTR
chr3	24297372	24297391	ENST00000646209	5_prime_intron
chr3	24337280	24337299	ENST00000646209	5_prime_intron
chr3	24337300	24337371	ENST00000646209	five_prime_UTR
chr3	24337372	24337391	ENST00000646209	5_prime_intron
chr3	24494632	24494651	ENST00000646209	5_prime_intron
chr3	24494652	24494850	ENST00000646209	five_prime_UTR
chr3	24494736	24495071	ENST00000646209	promoter
chr3	25427988	25428337	ENST00000330688	promoter
chr3	25428263	25428731	ENST00000330688	five_prime_UTR
chr3	25596617	25597932	ENST00000330688	three_prime_UTR
chr3	25597984	25598306	ENST00000264331	three_prime_UTR
chr3	25664298	25664907	ENST00000264331	five_prime_UTR
chr3	25664788	25665138	ENST00000264331	promoter
chr3	30606349	30606692	ENST00000295754	promoter
chr3	30606601	30606883	ENST00000295754	five_prime_UTR
chr3	30691600	30694142	ENST00000295754	three_prime_UTR
chr3	32817809	32818064	ENST00000383763	promoter
chr3	32817997	32818080	ENST00000383763	five_prime_UTR
chr3	32891812	32897824	ENST00000383763	three_prime_UTR
chr3	36993252	36993547	ENST00000231790	promoter
chr3	36993518	36993547	ENST00000231790	five_prime_UTR
chr3	37050654	37050846	ENST00000231790	three_prime_UTR
chr3	38453617	38453965	ENST00000352511	promoter
chr3	38453890	38454322	ENST00000352511	five_prime_UTR
chr3	38483333	38493142	ENST00000352511	three_prime_UTR
chr3	38548062	38550320	ENST00000413689	three_prime_UTR
chr3	38548062	38550320	ENST00000423572	three_prime_UTR
chr3	38633308	38633359	ENST00000413689	five_prime_UTR
chr3	38633308	38633359	ENST00000423572	five_prime_UTR
chr3	38633360	38633379	ENST00000413689	5_prime_intron
chr3	38633360	38633379	ENST00000423572	5_prime_intron
chr3	38649511	38649530	ENST00000413689	5_prime_intron
chr3	38649511	38649530	ENST00000423572	5_prime_intron
chr3	38649531	38649687	ENST00000413689	five_prime_UTR
chr3	38649531	38649687	ENST00000423572	five_prime_UTR
chr3	38649620	38649944	ENST00000413689	promoter
chr3	38649620	38649944	ENST00000423572	promoter
chr3	38696807	38697348	ENST00000449082	three_prime_UTR
chr3	38794011	38794042	ENST00000449082	five_prime_UTR
chr3	38794043	38794062	ENST00000449082	5_prime_intron
chr3	38816017	38816036	ENST00000449082	5_prime_intron
chr3	38816037	38816217	ENST00000449082	five_prime_UTR
chr3	38816078	38816483	ENST00000449082	promoter
chr3	38845764	38846693	ENST00000302328	three_prime_UTR
chr3	38950363	38950369	ENST00000302328	five_prime_UTR
chr3	38950370	38950389	ENST00000302328	5_prime_intron
chr3	38953609	38953628	ENST00000302328	5_prime_intron
chr3	38953629	38953759	ENST00000302328	five_prime_UTR
chr3	38953760	38953779	ENST00000302328	5_prime_intron
chr3	38960263	38960282	ENST00000302328	5_prime_intron
chr3	38960283	38960423	ENST00000302328	five_prime_UTR
chr3	38960424	38960443	ENST00000302328	5_prime_intron
chr3	39032360	39032379	ENST00000302328	5_prime_intron
chr3	39032380	39032503	ENST00000302328	five_prime_UTR
chr3	39032504	39032523	ENST00000302328	5_prime_intron
chr3	39051786	39052025	ENST00000302328	promoter
chr3	39052074	39052135	ENST00000302328	promoter
chr3	39051841	39051860	ENST00000302328	5_prime_intron
chr3	39051861	39051944	ENST00000302328	five_prime_UTR
chr3	39406411	39406787	ENST00000301821	promoter
chr3	39406720	39406764	ENST00000301821	five_prime_UTR
chr3	39406765	39406784	ENST00000301821	5_prime_intron
chr3	39407601	39407620	ENST00000301821	5_prime_intron
chr3	39407621	39407653	ENST00000301821	five_prime_UTR
chr3	39412369	39412542	ENST00000301821	three_prime_UTR
chr3	41199253	41199603	ENST00000349496	promoter
chr3	41199505	41199670	ENST00000349496	five_prime_UTR
chr3	41199671	41199690	ENST00000349496	5_prime_intron
chr3	41224001	41224020	ENST00000349496	5_prime_intron
chr3	41224021	41224068	ENST00000349496	five_prime_UTR
chr3	41224082	41224088	ENST00000349496	5_prime_intron
chr3	41239343	41240443	ENST00000349496	three_prime_UTR
chr3	45755449	45758977	ENST00000358525	three_prime_UTR
chr3	45796420	45796536	ENST00000358525	five_prime_UTR
chr3	45796469	45796764	ENST00000358525	promoter
chr3	46370765	46371184	ENST00000292303	promoter
chr3	46370946	46370988	ENST00000292303	five_prime_UTR
chr3	46370989	46371008	ENST00000292303	5_prime_intron
chr3	46372872	46372891	ENST00000292303	5_prime_intron
chr3	46372892	46372902	ENST00000292303	five_prime_UTR
chr3	46373962	46376206	ENST00000292303	three_prime_UTR
chr3	46857872	46858101	ENST00000292327	three_prime_UTR
chr3	46858102	46858121	ENST00000292327	3_prime_intron
chr3	46858211	46858230	ENST00000292327	3_prime_intron
chr3	46858231	46858243	ENST00000292327	three_prime_UTR
chr3	46863391	46863710	ENST00000292327	promoter
chr3	46863391	46863444	ENST00000292327	five_prime_UTR
chr3	46877455	46877860	ENST00000449590	promoter
chr3	46877721	46877843	ENST00000449590	five_prime_UTR
chr3	46877844	46877863	ENST00000449590	5_prime_intron
chr3	46881042	46881061	ENST00000449590	5_prime_intron
chr3	46881062	46881118	ENST00000449590	five_prime_UTR
chr3	46881119	46881138	ENST00000449590	5_prime_intron
chr3	46883492	46883511	ENST00000449590	5_prime_intron
chr3	46883512	46883559	ENST00000449590	five_prime_UTR
chr3	46903657	46903799	ENST00000449590	three_prime_UTR
chr3	47016436	47017092	ENST00000409792	three_prime_UTR
chr3	47163925	47164113	ENST00000409792	five_prime_UTR
chr3	47163974	47164379	ENST00000409792	promoter
chr3	47585269	47588208	ENST00000254480	three_prime_UTR
chr3	47781798	47781893	ENST00000254480	five_prime_UTR
chr3	47781813	47782163	ENST00000254480	promoter
chr3	47802894	47803244	ENST00000445061	promoter
chr3	47803138	47803212	ENST00000445061	five_prime_UTR
chr3	47803213	47803232	ENST00000445061	5_prime_intron
chr3	47805306	47805325	ENST00000445061	5_prime_intron
chr3	47805326	47805420	ENST00000445061	five_prime_UTR
chr3	47805421	47805440	ENST00000445061	5_prime_intron
chr3	47810637	47810656	ENST00000445061	5_prime_intron
chr3	47810657	47810683	ENST00000445061	five_prime_UTR
chr3	47850121	47850193	ENST00000445061	three_prime_UTR
chr3	48465987	48466297	ENST00000625293	promoter
chr3	48466230	48466309	ENST00000625293	five_prime_UTR
chr3	48466310	48466329	ENST00000625293	5_prime_intron
chr3	48466610	48466629	ENST00000625293	5_prime_intron
chr3	48466630	48466655	ENST00000625293	five_prime_UTR
chr3	48467601	48467645	ENST00000625293	three_prime_UTR
chr3	48564073	48564405	ENST00000681320	three_prime_UTR
chr3	48564423	48564425	ENST00000681320	3_prime_intron
chr3	48595160	48595160	ENST00000681320	five_prime_UTR
chr3	48595161	48595180	ENST00000681320	5_prime_intron
chr3	48595190	48595595	ENST00000681320	promoter
chr3	48595248	48595267	ENST00000681320	5_prime_intron
chr3	48595268	48595329	ENST00000681320	five_prime_UTR
chr3	49024325	49024382	ENST00000326739	three_prime_UTR
chr3	49029351	49029647	ENST00000326739	promoter
chr3	49029351	49029398	ENST00000326739	five_prime_UTR
chr3	49029707	49030451	ENST00000395443	three_prime_UTR
chr3	49077018	49077038	ENST00000395443	five_prime_UTR
chr3	49077039	49077058	ENST00000395443	5_prime_intron
chr3	49093892	49093911	ENST00000395443	5_prime_intron
chr3	49093912	49094071	ENST00000395443	five_prime_UTR
chr3	49093932	49094337	ENST00000395443	promoter
chr3	49121114	49121225	ENST00000305544	three_prime_UTR
chr3	49132868	49133050	ENST00000305544	five_prime_UTR
chr3	49132897	49133231	ENST00000305544	promoter
chr3	49359145	49360208	ENST00000418115	three_prime_UTR
chr3	49375590	49375591	ENST00000418115	five_prime_UTR
chr3	49375592	49375611	ENST00000418115	5_prime_intron
chr3	49411800	49411819	ENST00000418115	5_prime_intron
chr3	49411820	49411976	ENST00000418115	five_prime_UTR
chr3	49411837	49412242	ENST00000418115	promoter
chr3	50191344	50191725	ENST00000232461	promoter
chr3	50191610	50191725	ENST00000232461	five_prime_UTR
chr3	50194956	50194956	ENST00000232461	three_prime_UTR
chr3	50194957	50194976	ENST00000232461	3_prime_intron
chr3	50195248	50195267	ENST00000232461	3_prime_intron
chr3	50195268	50197696	ENST00000232461	three_prime_UTR
chr3	50347330	50347605	ENST00000232501	three_prime_UTR
chr3	50350653	50350775	ENST00000232501	five_prime_UTR
chr3	50350676	50350968	ENST00000232501	promoter
chr3	52401008	52402287	ENST00000460680	three_prime_UTR
chr3	52409879	52410008	ENST00000460680	five_prime_UTR
chr3	52409879	52410201	ENST00000460680	promoter
chr3	52451100	52451274	ENST00000232975	three_prime_UTR
chr3	52453951	52453991	ENST00000232975	promoter
chr3	52454016	52454261	ENST00000232975	promoter
chr3	52454016	52454041	ENST00000232975	five_prime_UTR
chr3	53494430	53494752	ENST00000288139	promoter
chr3	53494430	53494752	ENST00000350061	promoter
chr3	53494611	53495166	ENST00000288139	five_prime_UTR
chr3	53494611	53495166	ENST00000350061	five_prime_UTR
chr3	53811407	53813733	ENST00000288139	three_prime_UTR
chr3	53811407	53813733	ENST00000350061	three_prime_UTR
chr3	55465715	55470091	ENST00000264634	three_prime_UTR
chr3	55486966	55486979	ENST00000264634	5_prime_intron
chr3	55486986	55487306	ENST00000264634	five_prime_UTR
chr3	55487167	55487572	ENST00000264634	promoter
chr3	57197838	57198196	ENST00000295934	three_prime_UTR
chr3	57199919	57200237	ENST00000295934	promoter
chr3	57199919	57199978	ENST00000295934	five_prime_UTR
chr3	57227524	57227874	ENST00000288266	promoter
chr3	57227729	57227883	ENST00000288266	five_prime_UTR
chr3	57269688	57273471	ENST00000288266	three_prime_UTR
chr3	58008182	58008531	ENST00000295956	promoter
chr3	58008422	58008564	ENST00000295956	five_prime_UTR
chr3	58170763	58172251	ENST00000295956	three_prime_UTR
chr3	63863673	63863771	ENST00000674280	promoter
chr3	63863791	63864020	ENST00000674280	promoter
chr3	63863867	63864158	ENST00000674280	five_prime_UTR
chr3	63864159	63864178	ENST00000674280	5_prime_intron
chr3	63898379	63898398	ENST00000674280	5_prime_intron
chr3	63898399	63898497	ENST00000674280	five_prime_UTR
chr3	63898498	63898517	ENST00000674280	5_prime_intron
chr3	63912568	63912587	ENST00000674280	5_prime_intron
chr3	63912588	63912598	ENST00000674280	five_prime_UTR
chr3	63999448	63999449	ENST00000674280	3_prime_intron
chr3	63999468	64003462	ENST00000674280	three_prime_UTR
chr3	64092236	64099050	ENST00000638394	three_prime_UTR
chr3	64198928	64198967	ENST00000638394	five_prime_UTR
chr3	64198968	64198987	ENST00000638394	5_prime_intron
chr3	64224890	64224909	ENST00000638394	5_prime_intron
chr3	64224910	64225466	ENST00000638394	five_prime_UTR
chr3	64225266	64225647	ENST00000638394	promoter
chr3	69739189	69739539	ENST00000352241	promoter
chr3	69739464	69739597	ENST00000352241	five_prime_UTR
chr3	69936311	69936659	ENST00000394351	promoter
chr3	69936592	69936722	ENST00000394351	five_prime_UTR
chr3	69965249	69968332	ENST00000352241	three_prime_UTR
chr3	69965249	69968332	ENST00000394351	three_prime_UTR
chr3	70954708	70959246	ENST00000649528	three_prime_UTR
chr3	71198382	71198392	ENST00000649528	five_prime_UTR
chr3	71198393	71198412	ENST00000649528	5_prime_intron
chr3	71299800	71299819	ENST00000649528	5_prime_intron
chr3	71299820	71299880	ENST00000649528	five_prime_UTR
chr3	71299881	71299900	ENST00000649528	5_prime_intron
chr3	71359130	71359149	ENST00000649528	5_prime_intron
chr3	71359150	71359244	ENST00000649528	five_prime_UTR
chr3	71359245	71359264	ENST00000649528	5_prime_intron
chr3	71493406	71493425	ENST00000649528	5_prime_intron
chr3	71493426	71493555	ENST00000649528	five_prime_UTR
chr3	71493556	71493575	ENST00000649528	5_prime_intron
chr3	71581529	71581548	ENST00000649528	5_prime_intron
chr3	71581549	71581697	ENST00000649528	five_prime_UTR
chr3	71581698	71581717	ENST00000649528	5_prime_intron
chr3	71583501	71583909	ENST00000649528	promoter
chr3	71583551	71583570	ENST00000649528	5_prime_intron
chr3	71583571	71583728	ENST00000649528	five_prime_UTR
chr3	77039918	77040166	ENST00000696593	promoter
chr3	77040099	77040785	ENST00000696593	five_prime_UTR
chr3	77646036	77646053	ENST00000696593	3_prime_intron
chr3	77646056	77649964	ENST00000696593	three_prime_UTR
chr3	78597239	78598912	ENST00000464233	three_prime_UTR
chr3	78598928	78598932	ENST00000464233	3_prime_intron
chr3	79589912	79589961	ENST00000464233	five_prime_UTR
chr3	79589962	79589981	ENST00000464233	5_prime_intron
chr3	79767732	79767751	ENST00000464233	5_prime_intron
chr3	79767752	79767998	ENST00000464233	five_prime_UTR
chr3	79767859	79768264	ENST00000464233	promoter
chr3	87227102	87227451	ENST00000263780	promoter
chr3	87227309	87227522	ENST00000263780	five_prime_UTR
chr3	87253823	87255556	ENST00000263780	three_prime_UTR
chr3	87259404	87259893	ENST00000350375	three_prime_UTR
chr3	87276463	87276584	ENST00000350375	five_prime_UTR
chr3	87276484	87276765	ENST00000350375	promoter
chr3	93873051	93874244	ENST00000394236	three_prime_UTR
chr3	93973750	93973896	ENST00000394236	five_prime_UTR
chr3	93973809	93974159	ENST00000394236	promoter
chr3	98579446	98580682	ENST00000647941	three_prime_UTR
chr3	98593505	98593877	ENST00000647941	promoter
chr3	98593505	98593611	ENST00000647941	five_prime_UTR
chr3	100709232	100709581	ENST00000240851	promoter
chr3	100709494	100709721	ENST00000240851	five_prime_UTR
chr3	100709722	100709741	ENST00000240851	5_prime_intron
chr3	100713623	100713642	ENST00000240851	5_prime_intron
chr3	100713643	100713685	ENST00000240851	five_prime_UTR
chr3	100748532	100748964	ENST00000240851	three_prime_UTR
chr3	101222546	101226968	ENST00000193391	three_prime_UTR
chr3	101226982	101226988	ENST00000193391	3_prime_intron
chr3	101320373	101320575	ENST00000193391	five_prime_UTR
chr3	101320488	101320826	ENST00000193391	promoter
chr3	113746854	113747160	ENST00000273398	promoter
chr3	113747035	113747113	ENST00000273398	five_prime_UTR
chr3	113747114	113747133	ENST00000273398	5_prime_intron
chr3	113778721	113778740	ENST00000273398	5_prime_intron
chr3	113778741	113778753	ENST00000273398	five_prime_UTR
chr3	113809428	113812056	ENST00000273398	three_prime_UTR
chr3	114314500	114339004	ENST00000675478	three_prime_UTR
chr3	114380768	114380776	ENST00000675478	5_prime_intron
chr3	114380788	114380940	ENST00000675478	five_prime_UTR
chr3	114380941	114380960	ENST00000675478	5_prime_intron
chr3	114388985	114389004	ENST00000675478	5_prime_intron
chr3	114389005	114389105	ENST00000675478	five_prime_UTR
chr3	114389106	114389125	ENST00000675478	5_prime_intron
chr3	114500332	114500351	ENST00000675478	5_prime_intron
chr3	114500352	114500391	ENST00000675478	five_prime_UTR
chr3	114500392	114500411	ENST00000675478	5_prime_intron
chr3	114693508	114693527	ENST00000675478	5_prime_intron
chr3	114693528	114693575	ENST00000675478	five_prime_UTR
chr3	114693576	114693595	ENST00000675478	5_prime_intron
chr3	114801081	114801100	ENST00000675478	5_prime_intron
chr3	114801101	114801174	ENST00000675478	five_prime_UTR
chr3	114801175	114801194	ENST00000675478	5_prime_intron
chr3	114900284	114900303	ENST00000675478	5_prime_intron
chr3	114900304	114900342	ENST00000675478	five_prime_UTR
chr3	114900343	114900362	ENST00000675478	5_prime_intron
chr3	114974346	114974365	ENST00000675478	5_prime_intron
chr3	114974366	114974416	ENST00000675478	five_prime_UTR
chr3	114974417	114974436	ENST00000675478	5_prime_intron
chr3	115071199	115071218	ENST00000675478	5_prime_intron
chr3	115071219	115071414	ENST00000675478	five_prime_UTR
chr3	115071415	115071434	ENST00000675478	5_prime_intron
chr3	115147199	115147218	ENST00000675478	5_prime_intron
chr3	115147219	115147288	ENST00000675478	five_prime_UTR
chr3	115147221	115147592	ENST00000675478	promoter
chr3	119294117	119294522	ENST00000264245	promoter
chr3	119294383	119294904	ENST00000264245	five_prime_UTR
chr3	119416265	119420714	ENST00000264245	three_prime_UTR
chr3	119468760	119469021	ENST00000295588	promoter
